person,personLabel,dob
http://www.wikidata.org/entity/Q19796,Cai Yuanpei,1868-01-11T00:00:00Z
http://www.wikidata.org/entity/Q20724,Louis Couturat,1868-01-17T00:00:00Z
http://www.wikidata.org/entity/Q21163,Ferdinand Tönnies,1855-07-26T00:00:00Z
http://www.wikidata.org/entity/Q22530,Auguste Forel,1848-09-01T00:00:00Z
http://www.wikidata.org/entity/Q22670,Friedrich Schiller,1759-11-10T00:00:00Z
http://www.wikidata.org/entity/Q23431,C. Anthony Anderson,1940-05-29T00:00:00Z
http://www.wikidata.org/entity/Q23437,William Hirstein,1966-01-01T00:00:00Z
http://www.wikidata.org/entity/Q23446,Quentin Smith,1952-08-27T00:00:00Z
http://www.wikidata.org/entity/Q23450,Kit Fine,1946-03-26T00:00:00Z
http://www.wikidata.org/entity/Q23870,Otto Jespersen,1860-07-16T00:00:00Z
http://www.wikidata.org/entity/Q24085,Petrus Cunaeus,1586-01-01T00:00:00Z
http://www.wikidata.org/entity/Q24652,Joseph Gredt,1863-07-30T00:00:00Z
http://www.wikidata.org/entity/Q25070,Henry of Latvia,1187-01-01T00:00:00Z
http://www.wikidata.org/entity/Q25120,Pier Paolo Pasolini,1922-03-05T00:00:00Z
http://www.wikidata.org/entity/Q25973,Hermann Hesse,1877-07-02T00:00:00Z
http://www.wikidata.org/entity/Q25997,Innokenty Annensky,1855-09-01T00:00:00Z
http://www.wikidata.org/entity/Q26168,Anton LaVey,1930-04-11T00:00:00Z
http://www.wikidata.org/entity/Q26648,John Argyropoulos,1415-01-01T00:00:00Z
http://www.wikidata.org/entity/Q26648,John Argyropoulos,1416-01-01T00:00:00Z
http://www.wikidata.org/entity/Q26714,Paul Deussen,1845-01-07T00:00:00Z
http://www.wikidata.org/entity/Q27645,Mikhail Bakunin,1814-05-30T00:00:00Z
http://www.wikidata.org/entity/Q27684,Peter Forsskål,1732-01-11T00:00:00Z
http://www.wikidata.org/entity/Q27718,Walter Block,1941-08-21T00:00:00Z
http://www.wikidata.org/entity/Q27913,Friedrich Paulsen,1846-07-16T00:00:00Z
http://www.wikidata.org/entity/Q28761,Alfred of Sareshel,1101-01-01T00:00:00Z
http://www.wikidata.org/entity/Q28918,Luce Irigaray,1930-05-03T00:00:00Z
http://www.wikidata.org/entity/Q28959,Han Fei Zi,-0279-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29049,Kanada,-0200-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29438,Hervaeus Natalis,1250-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29438,Hervaeus Natalis,1260-01-01T00:00:00Z
http://www.wikidata.org/entity/Q31267,Susanne von Klettenberg,1723-12-19T00:00:00Z
http://www.wikidata.org/entity/Q31439,Abraham bar Hiyya,1070-01-01T00:00:00Z
http://www.wikidata.org/entity/Q31754,Huang Zongxi,1610-09-24T00:00:00Z
http://www.wikidata.org/entity/Q31765,Fan Zhen,0450-01-01T00:00:00Z
http://www.wikidata.org/entity/Q31814,Léon Denis,1846-01-01T00:00:00Z
http://www.wikidata.org/entity/Q31845,Arrian,0089-01-01T00:00:00Z
http://www.wikidata.org/entity/Q32679,Ralph Barton Perry,1876-07-03T00:00:00Z
http://www.wikidata.org/entity/Q33391,Leon Trotsky,1879-11-07T00:00:00Z
http://www.wikidata.org/entity/Q33760,Bertrand Russell,1872-05-18T00:00:00Z
http://www.wikidata.org/entity/Q33941,Julian,0331-11-18T00:00:00Z
http://www.wikidata.org/entity/Q34601,Chilon of Sparta,-0599-01-01T00:00:00Z
http://www.wikidata.org/entity/Q34628,Gotthold Ephraim Lessing,1729-01-22T00:00:00Z
http://www.wikidata.org/entity/Q34670,Albert Camus,1913-11-07T00:00:00Z
http://www.wikidata.org/entity/Q34787,Friedrich Engels,1820-11-28T00:00:00Z
http://www.wikidata.org/entity/Q34943,Ptolemy,0087-01-01T00:00:00Z
http://www.wikidata.org/entity/Q34943,Ptolemy,0100-01-01T00:00:00Z
http://www.wikidata.org/entity/Q35802,Benedictus de Spinoza,1632-11-24T00:00:00Z
http://www.wikidata.org/entity/Q35900,Omar Khayyám,1048-05-24T00:00:00Z
http://www.wikidata.org/entity/Q36303,Thales,-0623-01-01T00:00:00Z
http://www.wikidata.org/entity/Q36330,Giordano Bruno,1548-01-01T00:00:00Z
http://www.wikidata.org/entity/Q37151,Sun Tzu,-0543-01-01T00:00:00Z
http://www.wikidata.org/entity/Q37160,David Hume,1711-04-26T00:00:00Z
http://www.wikidata.org/entity/Q37160,David Hume,1711-05-07T00:00:00Z
http://www.wikidata.org/entity/Q37217,Fyodor Tyutchev,1803-12-05T00:00:00Z
http://www.wikidata.org/entity/Q37388,Francis Bacon,1561-02-01T00:00:00Z
http://www.wikidata.org/entity/Q37621,Thomas Hobbes,1588-04-05T00:00:00Z
http://www.wikidata.org/entity/Q38082,Lewis Carroll,1832-01-27T00:00:00Z
http://www.wikidata.org/entity/Q38193,Arthur Schopenhauer,1788-02-22T00:00:00Z
http://www.wikidata.org/entity/Q38873,Lou Andreas-Salomé,1861-02-12T00:00:00Z
http://www.wikidata.org/entity/Q39309,Xu Liangying,1920-05-03T00:00:00Z
http://www.wikidata.org/entity/Q39658,Carl Peter Thunberg,1743-11-11T00:00:00Z
http://www.wikidata.org/entity/Q39803,Mario Vargas Llosa,1936-03-28T00:00:00Z
http://www.wikidata.org/entity/Q39837,Averroes,1126-04-21T00:00:00Z
http://www.wikidata.org/entity/Q41155,Heraclitus,-0534-01-01T00:00:00Z
http://www.wikidata.org/entity/Q41166,Jonathan Swift,1667-11-30T00:00:00Z
http://www.wikidata.org/entity/Q41239,Konstantin Eduardovich Tsiolkovskii,1857-09-17T00:00:00Z
http://www.wikidata.org/entity/Q41257,Heinrich Rudolf Hertz,1857-02-22T00:00:00Z
http://www.wikidata.org/entity/Q41322,Edward de Bono,1933-05-19T00:00:00Z
http://www.wikidata.org/entity/Q41390,Kurt Gödel,1906-04-28T00:00:00Z
http://www.wikidata.org/entity/Q41476,Hans Driesch,1867-10-28T00:00:00Z
http://www.wikidata.org/entity/Q41488,Wole Soyinka,1934-07-13T00:00:00Z
http://www.wikidata.org/entity/Q41513,William Blake,1757-11-28T00:00:00Z
http://www.wikidata.org/entity/Q41523,Plutarch,0040-01-01T00:00:00Z
http://www.wikidata.org/entity/Q41568,Michel de Montaigne,1533-03-10T00:00:00Z
http://www.wikidata.org/entity/Q41585,David Hilbert,1862-01-23T00:00:00Z
http://www.wikidata.org/entity/Q41590,Mircea Eliade,1907-03-09T00:00:00Z
http://www.wikidata.org/entity/Q41590,Mircea Eliade,1907-03-13T00:00:00Z
http://www.wikidata.org/entity/Q64623,Johann Eduard Erdmann,1805-06-13T00:00:00Z
http://www.wikidata.org/entity/Q64661,Georg Friedrich Daumer,1800-03-05T00:00:00Z
http://www.wikidata.org/entity/Q65074,Georg Hermes,1775-04-22T00:00:00Z
http://www.wikidata.org/entity/Q65075,Otto Liebmann,1840-02-25T00:00:00Z
http://www.wikidata.org/entity/Q65087,Justus Möser,1720-12-14T00:00:00Z
http://www.wikidata.org/entity/Q65108,Ernst Nolte,1923-01-11T00:00:00Z
http://www.wikidata.org/entity/Q65157,Robert Kurz,1943-12-24T00:00:00Z
http://www.wikidata.org/entity/Q65181,Leonard Nelson,1882-07-11T00:00:00Z
http://www.wikidata.org/entity/Q65210,Lorenz Christoph Mizler,1711-07-26T00:00:00Z
http://www.wikidata.org/entity/Q65260,Johann Lorenz von Mosheim,1693-10-09T00:00:00Z
http://www.wikidata.org/entity/Q65260,Johann Lorenz von Mosheim,1694-10-09T00:00:00Z
http://www.wikidata.org/entity/Q65350,Carl Friedrich von Weizsäcker,1912-06-28T00:00:00Z
http://www.wikidata.org/entity/Q65409,Johann Gottlieb Heineccius,1681-09-11T00:00:00Z
http://www.wikidata.org/entity/Q65697,Alfred Baeumler,1887-11-19T00:00:00Z
http://www.wikidata.org/entity/Q65786,Philip Marheineke,1780-04-23T00:00:00Z
http://www.wikidata.org/entity/Q65786,Philip Marheineke,1780-05-01T00:00:00Z
http://www.wikidata.org/entity/Q65806,Ernst Laas,1837-06-16T00:00:00Z
http://www.wikidata.org/entity/Q65861,Erich Adickes,1866-06-29T00:00:00Z
http://www.wikidata.org/entity/Q65987,Dieter Henrich,1927-01-05T00:00:00Z
http://www.wikidata.org/entity/Q66023,Friedrich Wilhelm Foerster,1869-06-02T00:00:00Z
http://www.wikidata.org/entity/Q66061,Adolf Reinach,1883-12-23T00:00:00Z
http://www.wikidata.org/entity/Q66147,Friedrich Meinecke,1862-10-30T00:00:00Z
http://www.wikidata.org/entity/Q66288,Rudolf Bahro,1935-11-18T00:00:00Z
http://www.wikidata.org/entity/Q66292,Salomon Munk,1803-05-14T00:00:00Z
http://www.wikidata.org/entity/Q66316,Bassam Tibi,1944-04-04T00:00:00Z
http://www.wikidata.org/entity/Q66625,Martin Gerbert,1720-08-11T00:00:00Z
http://www.wikidata.org/entity/Q66625,Martin Gerbert,1720-08-13T00:00:00Z
http://www.wikidata.org/entity/Q66701,Friedrich Karl Forberg,1770-08-30T00:00:00Z
http://www.wikidata.org/entity/Q66704,Gotthilf Heinrich von Schubert,1780-04-25T00:00:00Z
http://www.wikidata.org/entity/Q66704,Gotthilf Heinrich von Schubert,1780-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66732,Eugen Rosenstock-Huessy,1888-07-06T00:00:00Z
http://www.wikidata.org/entity/Q66820,Thomas Pogge,1953-08-13T00:00:00Z
http://www.wikidata.org/entity/Q66853,Manegold of Lautenbach,1030-01-01T00:00:00Z
http://www.wikidata.org/entity/Q66880,Rudolf Haym,1821-10-05T00:00:00Z
http://www.wikidata.org/entity/Q67007,Thomas Metzinger,1958-03-12T00:00:00Z
http://www.wikidata.org/entity/Q67076,Ludwig Geiger,1848-06-05T00:00:00Z
http://www.wikidata.org/entity/Q67131,Moritz Wilhelm Drobisch,1802-08-16T00:00:00Z
http://www.wikidata.org/entity/Q67136,Bartholomäus Keckermann,1572-01-01T00:00:00Z
http://www.wikidata.org/entity/Q67144,Stefan Klein,1965-10-05T00:00:00Z
http://www.wikidata.org/entity/Q67149,Johann Karl Simon Morgenstern,1770-08-28T00:00:00Z
http://www.wikidata.org/entity/Q67258,Johann Heinrich Abicht,1762-05-04T00:00:00Z
http://www.wikidata.org/entity/Q67274,Karl von Eckartshausen,1752-06-28T00:00:00Z
http://www.wikidata.org/entity/Q67299,Edgar Bauer,1820-10-07T00:00:00Z
http://www.wikidata.org/entity/Q67306,Otto Friedrich Bollnow,1903-03-14T00:00:00Z
http://www.wikidata.org/entity/Q67323,Jakob Thomasius,1622-08-27T00:00:00Z
http://www.wikidata.org/entity/Q67337,Hedwig Conrad-Martius,1888-02-27T00:00:00Z
http://www.wikidata.org/entity/Q67405,Friedrich Georg Jünger,1898-09-01T00:00:00Z
http://www.wikidata.org/entity/Q67537,Friedrich Hielscher,1902-05-31T00:00:00Z
http://www.wikidata.org/entity/Q67570,Emil Fackenheim,1916-06-22T00:00:00Z
http://www.wikidata.org/entity/Q67698,Gerhart M Riegner,1911-09-12T00:00:00Z
http://www.wikidata.org/entity/Q67802,Werner Hamacher,1948-04-27T00:00:00Z
http://www.wikidata.org/entity/Q67863,Walther Kranz,1884-11-23T00:00:00Z
http://www.wikidata.org/entity/Q67895,Karl Joel,1864-03-27T00:00:00Z
http://www.wikidata.org/entity/Q68133,Johann David Michaelis,1717-02-27T00:00:00Z
http://www.wikidata.org/entity/Q68147,Gotthard Günther,1900-06-15T00:00:00Z
http://www.wikidata.org/entity/Q68381,Dietrich Tiedemann,1748-04-03T00:00:00Z
http://www.wikidata.org/entity/Q68446,Ernst Tugendhat,1930-03-08T00:00:00Z
http://www.wikidata.org/entity/Q68550,Grete Hermann,1901-03-02T00:00:00Z
http://www.wikidata.org/entity/Q68618,Friedrich Blume,1893-01-05T00:00:00Z
http://www.wikidata.org/entity/Q68645,Eduard Gans,1797-03-22T00:00:00Z
http://www.wikidata.org/entity/Q68645,Eduard Gans,1798-03-22T00:00:00Z
http://www.wikidata.org/entity/Q68710,Heinrich Paulus,1761-09-01T00:00:00Z
http://www.wikidata.org/entity/Q68731,Bernhard Rensch,1900-01-21T00:00:00Z
http://www.wikidata.org/entity/Q68824,Julius Langbehn,1851-03-26T00:00:00Z
http://www.wikidata.org/entity/Q68837,Albert Schwegler,1819-02-10T00:00:00Z
http://www.wikidata.org/entity/Q68860,Boris Groys,1947-03-19T00:00:00Z
http://www.wikidata.org/entity/Q68968,Hermann Friedmann,1873-04-11T00:00:00Z
http://www.wikidata.org/entity/Q68987,Heinrich Landesmann,1821-08-09T00:00:00Z
http://www.wikidata.org/entity/Q69019,Jakob Bernays,1824-09-11T00:00:00Z
http://www.wikidata.org/entity/Q69142,Carl Göring,1841-04-28T00:00:00Z
http://www.wikidata.org/entity/Q69169,Ernst Krieck,1882-07-06T00:00:00Z
http://www.wikidata.org/entity/Q69187,Friedrich Kittler,1943-06-12T00:00:00Z
http://www.wikidata.org/entity/Q69536,Adam Karl August von Eschenmayer,1768-07-04T00:00:00Z
http://www.wikidata.org/entity/Q69634,Arthur Kronfeld,1886-01-09T00:00:00Z
http://www.wikidata.org/entity/Q69794,Theodor Ziehen,1862-11-12T00:00:00Z
http://www.wikidata.org/entity/Q69796,Heinrich Ahrens,1808-07-14T00:00:00Z
http://www.wikidata.org/entity/Q70053,Konrad Mutian,1470-10-15T00:00:00Z
http://www.wikidata.org/entity/Q70113,Hans Blüher,1888-02-17T00:00:00Z
http://www.wikidata.org/entity/Q70200,Paul Oppenheim,1885-06-17T00:00:00Z
http://www.wikidata.org/entity/Q70394,Johann Joachim Spalding,1714-11-01T00:00:00Z
http://www.wikidata.org/entity/Q70521,Hans Lenk,1935-03-23T00:00:00Z
http://www.wikidata.org/entity/Q70660,Karl Wilhelm Ferdinand Solger,1780-11-28T00:00:00Z
http://www.wikidata.org/entity/Q70666,Jakob Sigismund Beck,1761-08-06T00:00:00Z
http://www.wikidata.org/entity/Q70793,Martin Knutzen,1713-12-14T00:00:00Z
http://www.wikidata.org/entity/Q70867,Kurt Riezler,1882-11-11T00:00:00Z
http://www.wikidata.org/entity/Q70978,Joseph Kleutgen,1811-04-09T00:00:00Z
http://www.wikidata.org/entity/Q70989,Hugo Ball,1886-02-22T00:00:00Z
http://www.wikidata.org/entity/Q70991,Hildegard of Bingen,1098-01-01T00:00:00Z
http://www.wikidata.org/entity/Q71026,Joachim Jungius,1587-10-22T00:00:00Z
http://www.wikidata.org/entity/Q71027,Karl Abraham,1877-05-03T00:00:00Z
http://www.wikidata.org/entity/Q71029,Hermann Weyl,1885-11-09T00:00:00Z
http://www.wikidata.org/entity/Q71105,Johann Zahn,1641-01-01T00:00:00Z
http://www.wikidata.org/entity/Q71146,Éric Weil,1904-06-08T00:00:00Z
http://www.wikidata.org/entity/Q71263,Moritz Geiger,1880-06-26T00:00:00Z
http://www.wikidata.org/entity/Q71316,Jacob Bidermann,1578-01-01T00:00:00Z
http://www.wikidata.org/entity/Q71319,Christian Wilhelm Franz Walch,1726-12-25T00:00:00Z
http://www.wikidata.org/entity/Q71338,Herman Schell,1850-02-28T00:00:00Z
http://www.wikidata.org/entity/Q71406,Otfried Höffe,1943-09-12T00:00:00Z
http://www.wikidata.org/entity/Q71442,Johann Jakob Engel,1741-09-11T00:00:00Z
http://www.wikidata.org/entity/Q71575,Harry Lehmann,1924-03-21T00:00:00Z
http://www.wikidata.org/entity/Q42247,Sully Prudhomme,1839-03-16T00:00:00Z
http://www.wikidata.org/entity/Q42458,Anaximander,-0609-01-01T00:00:00Z
http://www.wikidata.org/entity/Q42544,Thomas More,1478-02-16T00:00:00Z
http://www.wikidata.org/entity/Q43216,Epicurus,-0341-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43347,Rumi,1207-09-30T00:00:00Z
http://www.wikidata.org/entity/Q43393,Robert Boyle,1627-01-25T00:00:00Z
http://www.wikidata.org/entity/Q43423,Aesop,-0619-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43499,Erasmus,1466-11-06T00:00:00Z
http://www.wikidata.org/entity/Q43654,Nikolaos of Otranto,1155-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43689,Ambrose,0339-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43746,Bonaventure,1221-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43927,André-Joseph Léonard,1940-05-06T00:00:00Z
http://www.wikidata.org/entity/Q43936,William of Ockham,1285-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43939,Anselm of Canterbury,1033-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43977,Jan Hus,1371-01-01T00:00:00Z
http://www.wikidata.org/entity/Q44011,Gregory of Nazianzus,0329-01-01T00:00:00Z
http://www.wikidata.org/entity/Q44011,Gregory of Nazianzus,0330-01-01T00:00:00Z
http://www.wikidata.org/entity/Q44040,Richard David Precht,1964-12-08T00:00:00Z
http://www.wikidata.org/entity/Q44258,Basil of Caesarea,0329-01-01T00:00:00Z
http://www.wikidata.org/entity/Q44272,Michel Foucault,1926-10-15T00:00:00Z
http://www.wikidata.org/entity/Q44344,Hilary of Poitiers,0315-01-01T00:00:00Z
http://www.wikidata.org/entity/Q44481,Pierre-Simon Laplace,1749-03-23T00:00:00Z
http://www.wikidata.org/entity/Q44490,John Henry Newman,1801-02-21T00:00:00Z
http://www.wikidata.org/entity/Q44601,Francesco Guicciardini,1483-03-15T00:00:00Z
http://www.wikidata.org/entity/Q44838,Martin Behaim,1459-10-15T00:00:00Z
http://www.wikidata.org/entity/Q44845,Peter Sloterdijk,1947-06-26T00:00:00Z
http://www.wikidata.org/entity/Q44847,D. T. Suzuki,1870-10-18T00:00:00Z
http://www.wikidata.org/entity/Q44872,Romano Guardini,1885-02-17T00:00:00Z
http://www.wikidata.org/entity/Q44922,Judith Sargent Murray,1751-05-01T00:00:00Z
http://www.wikidata.org/entity/Q45013,Axiothea of Phlius,-0400-01-01T00:00:00Z
http://www.wikidata.org/entity/Q45125,Kitarō Nishida,1870-05-19T00:00:00Z
http://www.wikidata.org/entity/Q45201,Rainer Woelki,1956-08-18T00:00:00Z
http://www.wikidata.org/entity/Q45245,Joachim Heinrich Campe,1746-06-29T00:00:00Z
http://www.wikidata.org/entity/Q45258,Alfred Kolleritsch,1931-02-16T00:00:00Z
http://www.wikidata.org/entity/Q45321,Harald Lesch,1960-07-28T00:00:00Z
http://www.wikidata.org/entity/Q45325,Hans-Josef Becker,1948-06-18T00:00:00Z
http://www.wikidata.org/entity/Q45502,Anton Stres,1942-12-15T00:00:00Z
http://www.wikidata.org/entity/Q45723,Jacques Maritain,1882-11-18T00:00:00Z
http://www.wikidata.org/entity/Q45838,Kenelm Digby,1603-07-11T00:00:00Z
http://www.wikidata.org/entity/Q45936,Strabo,-0062-01-01T00:00:00Z
http://www.wikidata.org/entity/Q46420,Ibn Arabi,1165-08-04T00:00:00Z
http://www.wikidata.org/entity/Q46633,Charles Babbage,1791-12-26T00:00:00Z
http://www.wikidata.org/entity/Q46739,Octavio Paz,1914-03-31T00:00:00Z
http://www.wikidata.org/entity/Q46830,Robert Hooke,1635-07-18T00:00:00Z
http://www.wikidata.org/entity/Q46830,Robert Hooke,1635-07-28T00:00:00Z
http://www.wikidata.org/entity/Q47154,Lucretius,-0093-01-01T00:00:00Z
http://www.wikidata.org/entity/Q47180,Petronius,0027-01-01T00:00:00Z
http://www.wikidata.org/entity/Q47208,Louis-Claude de Saint-Martin,1743-01-18T00:00:00Z
http://www.wikidata.org/entity/Q47434,Edmund Halley,1656-11-08T00:00:00Z
http://www.wikidata.org/entity/Q47478,Swami Vivekananda,1863-01-12T00:00:00Z
http://www.wikidata.org/entity/Q47667,Hu Shih,1891-12-17T00:00:00Z
http://www.wikidata.org/entity/Q47695,Rudolf Christoph Eucken,1846-01-05T00:00:00Z
http://www.wikidata.org/entity/Q47737,Kahlil Gibran,1883-01-06T00:00:00Z
http://www.wikidata.org/entity/Q47739,Zhuangzi,-0368-01-01T00:00:00Z
http://www.wikidata.org/entity/Q48226,Ralph Waldo Emerson,1803-05-25T00:00:00Z
http://www.wikidata.org/entity/Q48246,Ernst Haeckel,1834-02-16T00:00:00Z
http://www.wikidata.org/entity/Q48301,Martin Heidegger,1889-09-26T00:00:00Z
http://www.wikidata.org/entity/Q48779,Ukshin Hoti,1943-06-17T00:00:00Z
http://www.wikidata.org/entity/Q49325,Albert Schweitzer,1875-01-14T00:00:00Z
http://www.wikidata.org/entity/Q49747,Maurice Maeterlinck,1862-08-29T00:00:00Z
http://www.wikidata.org/entity/Q50020,John Stuart Mill,1806-05-20T00:00:00Z
http://www.wikidata.org/entity/Q51884,John of Damascus,0675-01-01T00:00:00Z
http://www.wikidata.org/entity/Q52937,Christina I of Sweden,1626-12-07T00:00:00Z
http://www.wikidata.org/entity/Q53619,Rambhadracharya,1950-01-14T00:00:00Z
http://www.wikidata.org/entity/Q54828,Ivan Yefremov,1908-04-23T00:00:00Z
http://www.wikidata.org/entity/Q55704,Kedar Joshi,1979-12-31T00:00:00Z
http://www.wikidata.org/entity/Q55963,František Lorenz,1872-12-02T00:00:00Z
http://www.wikidata.org/entity/Q55963,František Lorenz,1872-12-24T00:00:00Z
http://www.wikidata.org/entity/Q57069,Günter Ralfs,1899-12-17T00:00:00Z
http://www.wikidata.org/entity/Q57085,Erich Fromm,1900-03-23T00:00:00Z
http://www.wikidata.org/entity/Q57087,Adrian VI,1459-03-11T00:00:00Z
http://www.wikidata.org/entity/Q57095,Emanuel Lasker,1868-12-24T00:00:00Z
http://www.wikidata.org/entity/Q57112,Oswald Spengler,1880-05-29T00:00:00Z
http://www.wikidata.org/entity/Q57186,Samuel von Pufendorf,1632-01-08T00:00:00Z
http://www.wikidata.org/entity/Q57188,Ernst Cassirer,1874-05-28T00:00:00Z
http://www.wikidata.org/entity/Q57188,Ernst Cassirer,1874-07-28T00:00:00Z
http://www.wikidata.org/entity/Q57193,Moritz Schlick,1882-04-14T00:00:00Z
http://www.wikidata.org/entity/Q57196,Franz Brentano,1838-01-16T00:00:00Z
http://www.wikidata.org/entity/Q57219,David Strauss,1808-01-27T00:00:00Z
http://www.wikidata.org/entity/Q57240,Ernst Bloch,1885-07-08T00:00:00Z
http://www.wikidata.org/entity/Q57248,Enzo Zermelo,1871-07-27T00:00:00Z
http://www.wikidata.org/entity/Q57255,Hans Jonas,1903-05-10T00:00:00Z
http://www.wikidata.org/entity/Q57281,August Wilhelm Schlegel,1767-09-08T00:00:00Z
http://www.wikidata.org/entity/Q57314,Robert Michels,1876-01-09T00:00:00Z
http://www.wikidata.org/entity/Q57497,Carl Stumpf,1848-04-21T00:00:00Z
http://www.wikidata.org/entity/Q57501,Christian Thomasius,1655-01-01T00:00:00Z
http://www.wikidata.org/entity/Q57554,Georg Christoph Lichtenberg,1742-07-01T00:00:00Z
http://www.wikidata.org/entity/Q57633,László Katus,1927-07-13T00:00:00Z
http://www.wikidata.org/entity/Q57656,Erwin Panofsky,1892-03-30T00:00:00Z
http://www.wikidata.org/entity/Q57684,Hermann Lotze,1817-05-21T00:00:00Z
http://www.wikidata.org/entity/Q57737,Houston Stewart Chamberlain,1855-09-09T00:00:00Z
http://www.wikidata.org/entity/Q57940,Franz Oppenheimer,1864-03-30T00:00:00Z
http://www.wikidata.org/entity/Q57946,Hugo Münsterberg,1863-06-01T00:00:00Z
http://www.wikidata.org/entity/Q58018,Johann Peter Eckermann,1792-09-21T00:00:00Z
http://www.wikidata.org/entity/Q58104,Antonio Patriota,1954-04-27T00:00:00Z
http://www.wikidata.org/entity/Q58191,Vesna Pusić,1953-03-25T00:00:00Z
http://www.wikidata.org/entity/Q58586,Edmund Husserl,1859-04-08T00:00:00Z
http://www.wikidata.org/entity/Q58720,Mikhail Vassilyevich Lomonosov,1711-11-19T00:00:00Z
http://www.wikidata.org/entity/Q58853,Karl-Otto Apel,1922-03-15T00:00:00Z
http://www.wikidata.org/entity/Q59137,Diogenes of Oenoanda,0200-01-01T00:00:00Z
http://www.wikidata.org/entity/Q185,Larry Sanger,1968-07-16T00:00:00Z
http://www.wikidata.org/entity/Q307,Galileo Galilei,1564-02-25T00:00:00Z
http://www.wikidata.org/entity/Q448,Denis Diderot,1713-10-05T00:00:00Z
http://www.wikidata.org/entity/Q619,Nicolaus Copernicus,1473-02-28T00:00:00Z
http://www.wikidata.org/entity/Q651,Friedrich Theodor Vischer,1807-06-30T00:00:00Z
http://www.wikidata.org/entity/Q675,André-Marie Ampère,1775-01-20T00:00:00Z
http://www.wikidata.org/entity/Q762,Leonardo da Vinci,1452-04-24T00:00:00Z
http://www.wikidata.org/entity/Q859,Plato,-0426-05-02T00:00:00Z
http://www.wikidata.org/entity/Q868,Aristotle,-0383-01-01T00:00:00Z
http://www.wikidata.org/entity/Q913,Socrates,-0468-01-01T00:00:00Z
http://www.wikidata.org/entity/Q935,Isaac Newton,1643-01-04T00:00:00Z
http://www.wikidata.org/entity/Q937,Albert Einstein,1879-03-14T00:00:00Z
http://www.wikidata.org/entity/Q989,John Paul II,1920-05-18T00:00:00Z
http://www.wikidata.org/entity/Q991,Fyodor Dostoyevsky,1821-11-11T00:00:00Z
http://www.wikidata.org/entity/Q1001,Mohandas Karamchand Gandhi,1869-10-02T00:00:00Z
http://www.wikidata.org/entity/Q1035,Charles Darwin,1809-02-12T00:00:00Z
http://www.wikidata.org/entity/Q1067,Dante Alighieri,1265-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1290,Blaise Pascal,1623-06-19T00:00:00Z
http://www.wikidata.org/entity/Q1325,Friedrich Hayek,1899-05-08T00:00:00Z
