person,personLabel,dob
http://www.wikidata.org/entity/Q601020,Genito Ortiz,1948-05-17T00:00:00Z
http://www.wikidata.org/entity/Q605893,Milton Vieira,1978-10-10T00:00:00Z
http://www.wikidata.org/entity/Q613690,Uldis Sesks,1962-04-16T00:00:00Z
http://www.wikidata.org/entity/Q614791,Milan Nový,1951-09-23T00:00:00Z
http://www.wikidata.org/entity/Q625031,Branch Warren,1975-02-28T00:00:00Z
http://www.wikidata.org/entity/Q630197,William Greggan,1882-12-05T00:00:00Z
http://www.wikidata.org/entity/Q661919,José Cláudio dos Reis,1939-03-19T00:00:00Z
http://www.wikidata.org/entity/Q664323,Phil Edwards,1938-06-10T00:00:00Z
http://www.wikidata.org/entity/Q665796,Henry Dafel,1889-01-08T00:00:00Z
http://www.wikidata.org/entity/Q671156,Harry Stiff,1881-10-23T00:00:00Z
http://www.wikidata.org/entity/Q671203,Herbert Lindström,1886-03-16T00:00:00Z
http://www.wikidata.org/entity/Q673475,Arcesilaus IV of Cyrene,-0500-01-01T00:00:00Z
http://www.wikidata.org/entity/Q697996,Karel Koželuh,1895-03-07T00:00:00Z
http://www.wikidata.org/entity/Q697996,Karel Koželuh,1896-03-07T00:00:00Z
http://www.wikidata.org/entity/Q701786,Wang Zi-Ping,1881-01-01T00:00:00Z
http://www.wikidata.org/entity/Q704372,Stan McQuay,1973-07-12T00:00:00Z
http://www.wikidata.org/entity/Q705738,Chuck Connors,1921-04-10T00:00:00Z
http://www.wikidata.org/entity/Q707827,Kim Bodnia,1965-04-12T00:00:00Z
http://www.wikidata.org/entity/Q709159,Dimitry Vassiliev,1979-12-26T00:00:00Z
http://www.wikidata.org/entity/Q714669,Oleg Taktarov,1967-08-26T00:00:00Z
http://www.wikidata.org/entity/Q731732,Zhanna Shubenok,1970-11-13T00:00:00Z
http://www.wikidata.org/entity/Q732630,Sandro Dias,1975-04-18T00:00:00Z
http://www.wikidata.org/entity/Q739663,Wally Albright,1925-09-03T00:00:00Z
http://www.wikidata.org/entity/Q762419,George Genereux,1935-03-01T00:00:00Z
http://www.wikidata.org/entity/Q765474,Mark Felix,1966-04-17T00:00:00Z
http://www.wikidata.org/entity/Q768157,Stan Bowman,1973-06-28T00:00:00Z
http://www.wikidata.org/entity/Q777273,Edwin Mills,1878-05-17T00:00:00Z
http://www.wikidata.org/entity/Q783728,Paul Bonhomme,1964-09-22T00:00:00Z
http://www.wikidata.org/entity/Q785362,Nasser El Sonbaty,1965-10-15T00:00:00Z
http://www.wikidata.org/entity/Q787080,Autolycus of Athens,-0450-01-01T00:00:00Z
http://www.wikidata.org/entity/Q788729,Iloosh Khoshabe,1932-01-01T00:00:00Z
http://www.wikidata.org/entity/Q791579,Kenzō Awa,1880-04-04T00:00:00Z
http://www.wikidata.org/entity/Q804375,Ede Blasy,1820-05-03T00:00:00Z
http://www.wikidata.org/entity/Q807664,Barbara Tesar,1982-03-02T00:00:00Z
http://www.wikidata.org/entity/Q818083,Benny Vansteelant,1976-11-19T00:00:00Z
http://www.wikidata.org/entity/Q822669,Bernard Boverton Redwood,1874-11-28T00:00:00Z
http://www.wikidata.org/entity/Q822955,Bernardo Baena,1990-04-28T00:00:00Z
http://www.wikidata.org/entity/Q833001,Karol Jablonski,1962-08-25T00:00:00Z
http://www.wikidata.org/entity/Q833523,János Bogár,1964-07-26T00:00:00Z
http://www.wikidata.org/entity/Q834091,Mária Bolla,1945-07-28T00:00:00Z
http://www.wikidata.org/entity/Q850090,Bettina Zelenka,1978-08-02T00:00:00Z
http://www.wikidata.org/entity/Q855682,Xu Yinchuan,1975-08-01T00:00:00Z
http://www.wikidata.org/entity/Q866631,Leung Jan,1826-01-01T00:00:00Z
http://www.wikidata.org/entity/Q877242,Li Luoneng,1807-01-01T00:00:00Z
http://www.wikidata.org/entity/Q889918,Bodo Ferl,1959-09-15T00:00:00Z
http://www.wikidata.org/entity/Q889918,Bodo Ferl,1963-01-20T00:00:00Z
http://www.wikidata.org/entity/Q896855,Brad Penrith,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q902948,Aditya Dev,1988-11-01T00:00:00Z
http://www.wikidata.org/entity/Q912690,Sándor Dávid,1937-02-20T00:00:00Z
http://www.wikidata.org/entity/Q921114,Józef Grudzień,1939-04-01T00:00:00Z
http://www.wikidata.org/entity/Q922415,Carlos Gracie,1902-09-14T00:00:00Z
http://www.wikidata.org/entity/Q925954,Ryszard Rogala,1975-03-11T00:00:00Z
http://www.wikidata.org/entity/Q926482,Wim Hof,1959-04-20T00:00:00Z
http://www.wikidata.org/entity/Q933773,Charles Brown,1867-03-12T00:00:00Z
http://www.wikidata.org/entity/Q935095,Henryk Flinik,1928-01-20T00:00:00Z
http://www.wikidata.org/entity/Q944263,Libor Procházka,1974-04-25T00:00:00Z
http://www.wikidata.org/entity/Q945289,Peter Falkner,1450-01-01T00:00:00Z
http://www.wikidata.org/entity/Q947824,Jan Palouš,1888-10-25T00:00:00Z
http://www.wikidata.org/entity/Q952382,Ona Carbonell,1990-06-05T00:00:00Z
http://www.wikidata.org/entity/Q952638,Yevgeniy Nepomnyachshiy,1987-03-12T00:00:00Z
http://www.wikidata.org/entity/Q957414,Chris Bradford,1974-06-23T00:00:00Z
http://www.wikidata.org/entity/Q960582,Michał Sołowow,1962-07-11T00:00:00Z
http://www.wikidata.org/entity/Q961979,Franz Wilhelmer,1960-07-29T00:00:00Z
http://www.wikidata.org/entity/Q970958,Callias II,-0514-01-01T00:00:00Z
http://www.wikidata.org/entity/Q971784,Aaron Links,1981-01-13T00:00:00Z
http://www.wikidata.org/entity/Q972626,Stefan Schneider,1969-11-19T00:00:00Z
http://www.wikidata.org/entity/Q975849,Marcel Balthasar,1939-06-04T00:00:00Z
http://www.wikidata.org/entity/Q979195,Mike Plant,1950-11-21T00:00:00Z
http://www.wikidata.org/entity/Q983623,Mariano Haro,1940-05-27T00:00:00Z
http://www.wikidata.org/entity/Q987931,János Egri,1936-11-10T00:00:00Z
http://www.wikidata.org/entity/Q993505,Bruno Löwe,1981-07-18T00:00:00Z
http://www.wikidata.org/entity/Q1055140,Róbert Horling,1931-04-19T00:00:00Z
http://www.wikidata.org/entity/Q1056414,Viktor Hunfalvy,1949-11-12T00:00:00Z
http://www.wikidata.org/entity/Q1057827,Cevdet Sümer,1922-12-17T00:00:00Z
http://www.wikidata.org/entity/Q1069806,Chen Zhaokui,1928-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1901378,Markus Becker,1963-03-11T00:00:00Z
http://www.wikidata.org/entity/Q1901402,Markus Bichler,1979-01-23T00:00:00Z
http://www.wikidata.org/entity/Q1901895,Markus Zadra,1965-01-26T00:00:00Z
http://www.wikidata.org/entity/Q1903820,Martin Gastl,1988-10-18T00:00:00Z
http://www.wikidata.org/entity/Q1908333,Mathea Holaus,1989-05-23T00:00:00Z
http://www.wikidata.org/entity/Q1908538,Mathias Rieck,1979-05-04T00:00:00Z
http://www.wikidata.org/entity/Q1910083,Matthias Krieger,1984-08-01T00:00:00Z
http://www.wikidata.org/entity/Q1912817,Hugo Verpoest,1935-05-17T00:00:00Z
http://www.wikidata.org/entity/Q1914024,Maximilian Longrée,1981-06-19T00:00:00Z
http://www.wikidata.org/entity/Q1927635,Michael Guhr,1873-03-11T00:00:00Z
http://www.wikidata.org/entity/Q1928909,Michal Podolak,1986-09-20T00:00:00Z
http://www.wikidata.org/entity/Q1929852,Michael Winter,1974-08-16T00:00:00Z
http://www.wikidata.org/entity/Q1930083,Michaela Neuling,1984-09-24T00:00:00Z
http://www.wikidata.org/entity/Q1930540,Michał Gutowski,1910-09-14T00:00:00Z
http://www.wikidata.org/entity/Q1933081,Mike Christian,1955-12-05T00:00:00Z
http://www.wikidata.org/entity/Q1935658,Milo Barus,1906-02-27T00:00:00Z
http://www.wikidata.org/entity/Q1943640,Molly Rhone,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1944688,Monika Lis,1989-06-27T00:00:00Z
http://www.wikidata.org/entity/Q1944937,Marc De Meulenaere,1961-07-15T00:00:00Z
http://www.wikidata.org/entity/Q1952644,Katherina Boldina,1969-04-21T00:00:00Z
http://www.wikidata.org/entity/Q1970620,Wojciech Knapik,1980-07-24T00:00:00Z
http://www.wikidata.org/entity/Q1971148,Sławomira Szpek,1974-03-29T00:00:00Z
http://www.wikidata.org/entity/Q1971159,Robert Kraskowski,1967-12-21T00:00:00Z
http://www.wikidata.org/entity/Q1990230,Niki Marty,1973-10-13T00:00:00Z
http://www.wikidata.org/entity/Q2005870,Nyamtserengiin Byambasüren,1954-01-30T00:00:00Z
http://www.wikidata.org/entity/Q2017966,Olaf Hampel,1967-06-24T00:00:00Z
http://www.wikidata.org/entity/Q2020045,Oliver Anthofer,1967-05-07T00:00:00Z
http://www.wikidata.org/entity/Q2035902,Vita Jakimchuk,1980-04-07T00:00:00Z
http://www.wikidata.org/entity/Q2036445,Oswald Probst,1935-07-09T00:00:00Z
http://www.wikidata.org/entity/Q2041938,Iva Knapová-Kalibánová-Kusynová,1960-07-02T00:00:00Z
http://www.wikidata.org/entity/Q2042900,Evgeny Mishin,1976-02-21T00:00:00Z
http://www.wikidata.org/entity/Q2058782,Paul Bamber,1961-03-18T00:00:00Z
http://www.wikidata.org/entity/Q2059072,Nigel Lamb,1956-08-17T00:00:00Z
http://www.wikidata.org/entity/Q2061438,Isaac Thomas Thornycroft,1881-11-22T00:00:00Z
http://www.wikidata.org/entity/Q2064316,Paul Daley,1983-02-21T00:00:00Z
http://www.wikidata.org/entity/Q2064548,John Sadiek,1945-06-22T00:00:00Z
http://www.wikidata.org/entity/Q2064815,Marcel Deslauriers,1905-07-22T00:00:00Z
http://www.wikidata.org/entity/Q2065030,Pavel Porzhnev,1983-08-03T00:00:00Z
http://www.wikidata.org/entity/Q2069514,Pentti Vikström,1951-12-09T00:00:00Z
http://www.wikidata.org/entity/Q2073961,Peter Blecher,1934-02-03T00:00:00Z
http://www.wikidata.org/entity/Q2075457,Peter Hanisch,1935-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2076424,Peter Krause,1937-01-16T00:00:00Z
http://www.wikidata.org/entity/Q2076424,Peter Krause,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2077092,Peter Mitterer,1947-04-12T00:00:00Z
http://www.wikidata.org/entity/Q2078066,Peter Schellhorn,1940-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2080207,Petra Heiduk,1943-01-07T00:00:00Z
http://www.wikidata.org/entity/Q2097721,Pyotr Popov,1985-09-04T00:00:00Z
http://www.wikidata.org/entity/Q2110102,Marcel Sakáč,1947-09-23T00:00:00Z
http://www.wikidata.org/entity/Q2129316,Ralf Mackel,1965-03-08T00:00:00Z
http://www.wikidata.org/entity/Q2153286,Buster Smith,1921-01-26T00:00:00Z
http://www.wikidata.org/entity/Q2154829,Liva Saryee,1988-12-28T00:00:00Z
http://www.wikidata.org/entity/Q2157299,Robert Gleinert,1989-05-15T00:00:00Z
http://www.wikidata.org/entity/Q2162912,Roland Lowinger,1948-08-09T00:00:00Z
http://www.wikidata.org/entity/Q2170667,Rowel Merto,1961-12-12T00:00:00Z
http://www.wikidata.org/entity/Q2177668,Ruth Lange,1908-03-13T00:00:00Z
http://www.wikidata.org/entity/Q2205687,Toby Mao,1988-12-21T00:00:00Z
http://www.wikidata.org/entity/Q2206091,Philip Elhage,1982-04-11T00:00:00Z
http://www.wikidata.org/entity/Q2207020,Berend Veneberg,1963-11-05T00:00:00Z
http://www.wikidata.org/entity/Q2209724,R. Tait McKenzie,1867-05-26T00:00:00Z
http://www.wikidata.org/entity/Q2209785,Sabine Kogler,1983-09-10T00:00:00Z
http://www.wikidata.org/entity/Q2236468,Alexander Georgiev,1975-07-17T00:00:00Z
http://www.wikidata.org/entity/Q2242059,Annie Lambrechts,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2269713,José Amengual,1944-01-19T00:00:00Z
http://www.wikidata.org/entity/Q2283577,Siegfried Lubnow,1924-12-01T00:00:00Z
http://www.wikidata.org/entity/Q2294410,Martijn van Tuijl,http://www.wikidata.org/.well-known/genid/ae63c2232725e5ddf3f6c7f8804b84bc
http://www.wikidata.org/entity/Q2309077,Cheng Tinghua,1848-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2312719,Jarno Hams,1974-11-11T00:00:00Z
http://www.wikidata.org/entity/Q2336109,Stefan Csandl,1988-04-21T00:00:00Z
http://www.wikidata.org/entity/Q2337370,Stefan Raser,1986-08-06T00:00:00Z
http://www.wikidata.org/entity/Q2338943,Bogdan Macovei,1983-01-28T00:00:00Z
http://www.wikidata.org/entity/Q2339145,Bryan Wollaert,1978-06-26T00:00:00Z
http://www.wikidata.org/entity/Q2339535,Stein Endresen,1959-10-04T00:00:00Z
http://www.wikidata.org/entity/Q2347594,Steven Mack,1986-03-09T00:00:00Z
http://www.wikidata.org/entity/Q2357483,Aleksandr Getmansky,1977-10-06T00:00:00Z
http://www.wikidata.org/entity/Q2362572,Myung Jae-nam,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2371219,Aleksandra Taistra,1982-02-27T00:00:00Z
http://www.wikidata.org/entity/Q2380411,Ferdinand Prenom,1991-01-11T00:00:00Z
http://www.wikidata.org/entity/Q2405456,Dai Longbang,1720-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2416148,Vladimir Turchinsky,1963-09-28T00:00:00Z
http://www.wikidata.org/entity/Q2421510,Orrin Upshaw,1874-07-23T00:00:00Z
http://www.wikidata.org/entity/Q2421525,Ernest Ebbage,1873-08-01T00:00:00Z
http://www.wikidata.org/entity/Q2421538,Alexander Kidd,1850-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2422250,Thomas Batliner,1959-04-03T00:00:00Z
http://www.wikidata.org/entity/Q2423006,Walter Tammas,1870-08-23T00:00:00Z
http://www.wikidata.org/entity/Q2423023,James Clarke,1874-10-06T00:00:00Z
http://www.wikidata.org/entity/Q2423114,Oscar Friede,1881-07-14T00:00:00Z
http://www.wikidata.org/entity/Q2423114,Oscar Friede,1882-07-14T00:00:00Z
http://www.wikidata.org/entity/Q2423458,Erik Larsson,1888-05-14T00:00:00Z
http://www.wikidata.org/entity/Q2423519,August Gustafsson,1875-11-04T00:00:00Z
http://www.wikidata.org/entity/Q2423705,William Seiling,1864-05-28T00:00:00Z
http://www.wikidata.org/entity/Q2423732,Thomas Swindlehurst,1874-05-21T00:00:00Z
http://www.wikidata.org/entity/Q2423739,Mathias Hynes,1883-01-21T00:00:00Z
http://www.wikidata.org/entity/Q2423763,James Woodget,1874-09-28T00:00:00Z
http://www.wikidata.org/entity/Q2424080,Carl Jonsson,1885-07-16T00:00:00Z
http://www.wikidata.org/entity/Q2424196,Adolf Bergman,1879-04-14T00:00:00Z
http://www.wikidata.org/entity/Q2426502,Thomas Pfeffer,1957-09-15T00:00:00Z
http://www.wikidata.org/entity/Q2426638,Dul Erdenebileg,1978-05-14T00:00:00Z
http://www.wikidata.org/entity/Q2433522,Tillie Anderson,1875-04-23T00:00:00Z
http://www.wikidata.org/entity/Q2434406,Evan Centopani,1982-04-07T00:00:00Z
http://www.wikidata.org/entity/Q2435393,Konstantin Salnikov,1927-12-30T00:00:00Z
http://www.wikidata.org/entity/Q15542,Jefferson Pérez,1974-07-01T00:00:00Z
http://www.wikidata.org/entity/Q15542,Jefferson Pérez,1974-07-11T00:00:00Z
http://www.wikidata.org/entity/Q26846,Archelaus I of Macedon,-0500-01-01T00:00:00Z
http://www.wikidata.org/entity/Q44000,Alexander Koch,1969-02-22T00:00:00Z
http://www.wikidata.org/entity/Q44118,Hamit Altıntop,1982-12-08T00:00:00Z
http://www.wikidata.org/entity/Q44887,Euryleonis,-0500-01-01T00:00:00Z
http://www.wikidata.org/entity/Q46667,Nelson Margetts,1879-05-27T00:00:00Z
http://www.wikidata.org/entity/Q64497,Fouad Abiad,1978-10-15T00:00:00Z
http://www.wikidata.org/entity/Q64756,Víctor Martínez,1973-07-29T00:00:00Z
http://www.wikidata.org/entity/Q66584,Hanns Braun,1886-10-26T00:00:00Z
http://www.wikidata.org/entity/Q73797,Antonio Neves Braga,1957-06-13T00:00:00Z
http://www.wikidata.org/entity/Q75272,Walter Schmidt,1948-08-07T00:00:00Z
http://www.wikidata.org/entity/Q76338,Sabine Lisicki,1989-09-22T00:00:00Z
http://www.wikidata.org/entity/Q77178,Angelique Kerber,1988-01-18T00:00:00Z
http://www.wikidata.org/entity/Q78851,Andreas Münzer,1964-10-25T00:00:00Z
http://www.wikidata.org/entity/Q87070,Dennis Wolf,1978-10-30T00:00:00Z
http://www.wikidata.org/entity/Q87260,Kai Bracht,1978-01-01T00:00:00Z
http://www.wikidata.org/entity/Q87260,Kai Bracht,1978-04-27T00:00:00Z
http://www.wikidata.org/entity/Q87709,Ronny Rockel,1972-07-12T00:00:00Z
http://www.wikidata.org/entity/Q89267,Karl Heinz Klee,1930-06-09T00:00:00Z
http://www.wikidata.org/entity/Q90120,Josef Steinbach,1879-03-21T00:00:00Z
http://www.wikidata.org/entity/Q91184,Helmut Reichmann,1941-12-23T00:00:00Z
http://www.wikidata.org/entity/Q92281,Heinz Ollesch,1966-11-27T00:00:00Z
http://www.wikidata.org/entity/Q100074,Jessie Diggins,1991-08-26T00:00:00Z
http://www.wikidata.org/entity/Q110745,Attalus I,-0268-01-01T00:00:00Z
http://www.wikidata.org/entity/Q113417,Terpander,-0711-01-01T00:00:00Z
http://www.wikidata.org/entity/Q114667,Sarah Wiener,1962-08-27T00:00:00Z
http://www.wikidata.org/entity/Q118323,Dirk Schachtsiek,1965-11-04T00:00:00Z
http://www.wikidata.org/entity/Q125946,Werner Salevsky,1940-02-23T00:00:00Z
http://www.wikidata.org/entity/Q125974,Peter Uhlig,1940-05-21T00:00:00Z
http://www.wikidata.org/entity/Q126152,Uta Albanese,1973-01-13T00:00:00Z
http://www.wikidata.org/entity/Q126752,Alexander Munro,1870-11-30T00:00:00Z
http://www.wikidata.org/entity/Q137877,Marek Szufa,1954-02-07T00:00:00Z
http://www.wikidata.org/entity/Q139167,Zac Purchase,1986-05-02T00:00:00Z
http://www.wikidata.org/entity/Q159577,Jet Li,1963-04-26T00:00:00Z
http://www.wikidata.org/entity/Q168014,Zbigniew Burzyński,1902-03-31T00:00:00Z
http://www.wikidata.org/entity/Q168068,Zbigniew Głowaty,1932-03-04T00:00:00Z
http://www.wikidata.org/entity/Q172001,Tiago Monteiro,1976-07-24T00:00:00Z
http://www.wikidata.org/entity/Q200973,David Kopp,1979-01-05T00:00:00Z
http://www.wikidata.org/entity/Q202003,Maksim Potapov,1980-05-25T00:00:00Z
http://www.wikidata.org/entity/Q214435,Q214435,1884-01-01T00:00:00Z
http://www.wikidata.org/entity/Q220534,Zoran Matković,1961-10-18T00:00:00Z
http://www.wikidata.org/entity/Q229121,Jana Novotná,1968-10-02T00:00:00Z
http://www.wikidata.org/entity/Q233259,Lisa Ann,1972-05-09T00:00:00Z
http://www.wikidata.org/entity/Q245338,Zygmunt Kiszkurno,1921-01-06T00:00:00Z
http://www.wikidata.org/entity/Q250428,John Joseph,1962-10-03T00:00:00Z
http://www.wikidata.org/entity/Q254108,María Julia Mantilla,1984-07-10T00:00:00Z
http://www.wikidata.org/entity/Q261302,Marek Švec,1973-02-17T00:00:00Z
http://www.wikidata.org/entity/Q265458,Michał Górski,1911-09-15T00:00:00Z
http://www.wikidata.org/entity/Q267195,Cynisca,-0429-01-01T00:00:00Z
http://www.wikidata.org/entity/Q268229,Echembrotus,-0850-01-01T00:00:00Z
http://www.wikidata.org/entity/Q268294,Alexandra Paul,1963-07-29T00:00:00Z
http://www.wikidata.org/entity/Q274373,Ewa Wiśnierska,1971-12-23T00:00:00Z
http://www.wikidata.org/entity/Q278793,A. J. Hackett,1958-05-01T00:00:00Z
http://www.wikidata.org/entity/Q279603,Hanne Sobek,1900-03-18T00:00:00Z
http://www.wikidata.org/entity/Q297086,Alexandros I of Macedon,-0600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q302086,Cosimo Aldo Cannone,1984-03-20T00:00:00Z
http://www.wikidata.org/entity/Q311338,Hannes Kolehmainen,1889-12-09T00:00:00Z
http://www.wikidata.org/entity/Q313037,Pontus Wernbloom,1986-06-25T00:00:00Z
http://www.wikidata.org/entity/Q315791,Vratislav Lokvenc,1973-09-27T00:00:00Z
http://www.wikidata.org/entity/Q327449,Michał Jach,1951-09-23T00:00:00Z
http://www.wikidata.org/entity/Q328892,Rory Stewart,1973-01-03T00:00:00Z
http://www.wikidata.org/entity/Q333400,Grantley Berkeley,1800-02-10T00:00:00Z
http://www.wikidata.org/entity/Q336543,Tanni Grey-Thompson,1969-07-26T00:00:00Z
http://www.wikidata.org/entity/Q355902,Manfred Hoeberl,1964-05-12T00:00:00Z
http://www.wikidata.org/entity/Q361289,Adolf Dorner,1840-08-12T00:00:00Z
http://www.wikidata.org/entity/Q361587,Kevin Peter Hall,1955-05-09T00:00:00Z
http://www.wikidata.org/entity/Q368472,Lars Riedel,1967-06-28T00:00:00Z
http://www.wikidata.org/entity/Q371518,Tobias Ide,1980-01-01T00:00:00Z
http://www.wikidata.org/entity/Q371689,Ivan Nanut,1886-05-01T00:00:00Z
http://www.wikidata.org/entity/Q373261,Nigel Murray,1964-05-22T00:00:00Z
http://www.wikidata.org/entity/Q373699,Adrian Nicholas,1962-03-04T00:00:00Z
http://www.wikidata.org/entity/Q389627,Kalevi Hämäläinen,1932-12-13T00:00:00Z
http://www.wikidata.org/entity/Q393039,Hagesias of Syracuse,-0500-01-01T00:00:00Z
http://www.wikidata.org/entity/Q394376,Agne Simonsson,1935-10-19T00:00:00Z
http://www.wikidata.org/entity/Q427745,Max Braun,1883-03-12T00:00:00Z
http://www.wikidata.org/entity/Q430985,Patrick Philbin,1874-08-04T00:00:00Z
http://www.wikidata.org/entity/Q433466,Cylon of Athens,-0700-01-01T00:00:00Z
http://www.wikidata.org/entity/Q435891,Sergei Belov,1944-01-23T00:00:00Z
http://www.wikidata.org/entity/Q449205,Jiří Raška,1941-02-04T00:00:00Z
http://www.wikidata.org/entity/Q452914,Anna Watkins,1983-02-13T00:00:00Z
http://www.wikidata.org/entity/Q460559,Jackie Groenen,1994-12-17T00:00:00Z
http://www.wikidata.org/entity/Q461593,Kinga Baranowska,1975-11-17T00:00:00Z
http://www.wikidata.org/entity/Q463531,Jean-Baptiste Charcot,1867-07-15T00:00:00Z
http://www.wikidata.org/entity/Q465225,Sonya Thomas,1967-07-26T00:00:00Z
http://www.wikidata.org/entity/Q474304,Evžen Rošický,1914-10-15T00:00:00Z
http://www.wikidata.org/entity/Q481811,Amy Alsop,1978-06-30T00:00:00Z
http://www.wikidata.org/entity/Q487898,Anatoly Bykov,1953-08-06T00:00:00Z
http://www.wikidata.org/entity/Q496313,Andreas Brandl,1937-08-28T00:00:00Z
http://www.wikidata.org/entity/Q497047,Hans Lindgren,1932-01-06T00:00:00Z
http://www.wikidata.org/entity/Q500646,Andreas Schöpf,1985-08-14T00:00:00Z
http://www.wikidata.org/entity/Q501861,Andrei Berki,1952-11-07T00:00:00Z
http://www.wikidata.org/entity/Q506188,Thomas Lipton,1848-05-10T00:00:00Z
http://www.wikidata.org/entity/Q506642,Marian Woyna-Orlewicz,1913-10-05T00:00:00Z
http://www.wikidata.org/entity/Q507105,Valery Likhachov,1947-12-05T00:00:00Z
http://www.wikidata.org/entity/Q508735,Gaston Thubé,1876-10-16T00:00:00Z
http://www.wikidata.org/entity/Q511880,Arybbas of Epirus,-0372-01-01T00:00:00Z
http://www.wikidata.org/entity/Q515320,Andrzej Mąkowski,1957-06-03T00:00:00Z
http://www.wikidata.org/entity/Q517245,André Braun,1944-05-01T00:00:00Z
http://www.wikidata.org/entity/Q517543,Martyna Wojciechowska,1974-09-28T00:00:00Z
http://www.wikidata.org/entity/Q1084661,Christoph Burkard,1983-11-14T00:00:00Z
http://www.wikidata.org/entity/Q1085290,Christoph Kies,1982-02-26T00:00:00Z
http://www.wikidata.org/entity/Q1087720,Chromios von Gela,-0600-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1094359,Steve Letarte,1979-05-14T00:00:00Z
http://www.wikidata.org/entity/Q1099261,Fritz R. Huitfeldt,1851-05-19T00:00:00Z
http://www.wikidata.org/entity/Q1110305,Michele Borghetti,1973-03-13T00:00:00Z
http://www.wikidata.org/entity/Q1111787,Jeremy Stenberg,1981-09-27T00:00:00Z
http://www.wikidata.org/entity/Q1113463,Antónia Klapcsik,1936-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1120227,Adorno Corradini,1954-01-14T00:00:00Z
http://www.wikidata.org/entity/Q1161248,Daniel Jocelyn,1970-09-11T00:00:00Z
http://www.wikidata.org/entity/Q1161726,Daniel Meech,1973-11-19T00:00:00Z
http://www.wikidata.org/entity/Q1162679,Daniel Scioli,1957-01-13T00:00:00Z
http://www.wikidata.org/entity/Q1163522,Daniela Rechberger,1980-11-12T00:00:00Z
http://www.wikidata.org/entity/Q1169843,Nicolo Corradini,1964-10-20T00:00:00Z
http://www.wikidata.org/entity/Q1170422,Pompeo D'Ambrosio,1917-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1172987,Minh Thai,1966-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1173830,David Brickhill-Jones,1981-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1180710,Bow-sim Mark,1942-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1187742,Denise Blöchlinger,1995-11-13T00:00:00Z
