person,personLabel,dob
http://www.wikidata.org/entity/Q89568,Stefan Sagmeister,1962-08-06T00:00:00Z
http://www.wikidata.org/entity/Q89989,Alexander Schläffer,1899-01-01T00:00:00Z
http://www.wikidata.org/entity/Q90038,Heinz Gappmayr,1925-10-07T00:00:00Z
http://www.wikidata.org/entity/Q90298,Hans Donner,1948-07-31T00:00:00Z
http://www.wikidata.org/entity/Q90384,Johannes Grenzfurthner,1975-06-13T00:00:00Z
http://www.wikidata.org/entity/Q90478,Katharina Fröhlich,1800-06-10T00:00:00Z
http://www.wikidata.org/entity/Q91352,Jakob Felsing,1802-07-22T00:00:00Z
http://www.wikidata.org/entity/Q91804,Martin tom Dieck,1963-12-17T00:00:00Z
http://www.wikidata.org/entity/Q91819,Wolfgang Zuckermann,1922-10-11T00:00:00Z
http://www.wikidata.org/entity/Q92447,Alexandra Hildebrandt,1959-02-27T00:00:00Z
http://www.wikidata.org/entity/Q92723,Harold Cohen,1928-05-01T00:00:00Z
http://www.wikidata.org/entity/Q93284,Marc Chagall,1887-07-07T00:00:00Z
http://www.wikidata.org/entity/Q94007,Eva Rueber-Staier,1951-02-20T00:00:00Z
http://www.wikidata.org/entity/Q94659,Friedrich Adler,1878-04-29T00:00:00Z
http://www.wikidata.org/entity/Q94851,Enrique Simonet,1866-02-02T00:00:00Z
http://www.wikidata.org/entity/Q95227,Barbara Krause,1959-07-07T00:00:00Z
http://www.wikidata.org/entity/Q95594,Tommi Parzinger,1903-01-01T00:00:00Z
http://www.wikidata.org/entity/Q95737,Ferdinand Freiherr von Miller,1842-06-08T00:00:00Z
http://www.wikidata.org/entity/Q95991,Peter Wawerzinek,1954-09-28T00:00:00Z
http://www.wikidata.org/entity/Q96160,Stefan Roloff,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q96173,Cornelia Sollfrank,1960-01-01T00:00:00Z
http://www.wikidata.org/entity/Q96527,Jacob Pins,1917-01-17T00:00:00Z
http://www.wikidata.org/entity/Q96742,Marcel Odenbach,1953-07-07T00:00:00Z
http://www.wikidata.org/entity/Q97003,Amelie Beese,1886-09-13T00:00:00Z
http://www.wikidata.org/entity/Q97029,Christian Jankowski,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q97467,Eva Schulze-Knabe,1907-05-11T00:00:00Z
http://www.wikidata.org/entity/Q97646,Tine Wittler,1973-04-02T00:00:00Z
http://www.wikidata.org/entity/Q98085,Wolfgang Beltracchi,1951-02-04T00:00:00Z
http://www.wikidata.org/entity/Q98101,Aljoscha Blau,1972-01-01T00:00:00Z
http://www.wikidata.org/entity/Q98842,Martin Krampen,1928-03-09T00:00:00Z
http://www.wikidata.org/entity/Q99249,DJ Delicious,1974-07-01T00:00:00Z
http://www.wikidata.org/entity/Q99269,Johann Georg Beck,1676-04-24T00:00:00Z
http://www.wikidata.org/entity/Q99391,Dieter Grossmann,1926-04-24T00:00:00Z
http://www.wikidata.org/entity/Q99761,Ernst Koerner,1846-11-03T00:00:00Z
http://www.wikidata.org/entity/Q99845,Helmut Diez,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q99917,Balduin Möllhausen,1825-01-27T00:00:00Z
http://www.wikidata.org/entity/Q100390,Thomas Wrede,1963-01-01T00:00:00Z
http://www.wikidata.org/entity/Q100409,Rosa Barba,1972-01-01T00:00:00Z
http://www.wikidata.org/entity/Q101383,Hans Reffert,1946-07-19T00:00:00Z
http://www.wikidata.org/entity/Q101386,Bettina Pousttchi,1971-01-01T00:00:00Z
http://www.wikidata.org/entity/Q101407,Friedrich Eduard Eichens,1804-05-27T00:00:00Z
http://www.wikidata.org/entity/Q101521,Diedrich Diederichsen,1957-08-15T00:00:00Z
http://www.wikidata.org/entity/Q102053,Tim Pritlove,1967-11-25T00:00:00Z
http://www.wikidata.org/entity/Q102108,Alan Lee,1947-08-20T00:00:00Z
http://www.wikidata.org/entity/Q102129,Rolf Glasmeier,1945-03-28T00:00:00Z
http://www.wikidata.org/entity/Q102163,Ted Nasmith,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q102289,Buckminster Fuller,1895-07-12T00:00:00Z
http://www.wikidata.org/entity/Q102341,Farrah Fawcett,1947-02-02T00:00:00Z
http://www.wikidata.org/entity/Q102711,Dennis Hopper,1936-05-17T00:00:00Z
http://www.wikidata.org/entity/Q102879,Burhan Karkutli,1932-01-01T00:00:00Z
http://www.wikidata.org/entity/Q103259,Johanne Nathusius,1828-11-18T00:00:00Z
http://www.wikidata.org/entity/Q103848,Philipp Humm,1959-10-02T00:00:00Z
http://www.wikidata.org/entity/Q103991,Horst Walter,1936-06-14T00:00:00Z
http://www.wikidata.org/entity/Q104847,Oliver Mark,1963-02-20T00:00:00Z
http://www.wikidata.org/entity/Q106275,Juliette Binoche,1964-03-09T00:00:00Z
http://www.wikidata.org/entity/Q106702,Wilhelm Schieber,1887-11-21T00:00:00Z
http://www.wikidata.org/entity/Q106851,Hans Memling,1435-01-01T00:00:00Z
http://www.wikidata.org/entity/Q107289,Sepp Vees,1908-11-11T00:00:00Z
http://www.wikidata.org/entity/Q107544,Gisela Forster,1946-03-27T00:00:00Z
http://www.wikidata.org/entity/Q107909,Josef Hegenbarth,1884-06-15T00:00:00Z
http://www.wikidata.org/entity/Q109009,Johann Georg Schmidt,1694-08-23T00:00:00Z
http://www.wikidata.org/entity/Q109063,Jimmy Cliff,1944-07-30T00:00:00Z
http://www.wikidata.org/entity/Q109063,Jimmy Cliff,1948-04-01T00:00:00Z
http://www.wikidata.org/entity/Q109078,Ferdinand Kriwet,1942-08-03T00:00:00Z
http://www.wikidata.org/entity/Q109172,Florence von Gerkan,1960-01-01T00:00:00Z
http://www.wikidata.org/entity/Q109301,Nicola Marschall,1829-03-16T00:00:00Z
http://www.wikidata.org/entity/Q110114,Berthold Wolpe,1905-10-25T00:00:00Z
http://www.wikidata.org/entity/Q110114,Berthold Wolpe,1905-10-29T00:00:00Z
http://www.wikidata.org/entity/Q111834,Ernesto Castillo,1970-06-25T00:00:00Z
http://www.wikidata.org/entity/Q112218,Max Wislicenus,1861-07-17T00:00:00Z
http://www.wikidata.org/entity/Q112408,Petar Pismestrović,1951-05-03T00:00:00Z
http://www.wikidata.org/entity/Q112441,Rolf Julius,1939-01-25T00:00:00Z
http://www.wikidata.org/entity/Q113142,Hugo Gerard Ströhl,1851-09-24T00:00:00Z
http://www.wikidata.org/entity/Q113233,Audrey Niffenegger,1963-06-13T00:00:00Z
http://www.wikidata.org/entity/Q113315,Martin E. Greil,1970-12-07T00:00:00Z
http://www.wikidata.org/entity/Q113483,Clément Moreau,1903-03-26T00:00:00Z
http://www.wikidata.org/entity/Q113580,Amenemone,-1400-01-01T00:00:00Z
http://www.wikidata.org/entity/Q113770,Yadegar Asisi,1955-04-08T00:00:00Z
http://www.wikidata.org/entity/Q301,El Greco,1541-10-01T00:00:00Z
http://www.wikidata.org/entity/Q930,Konstantin Melnikov,1890-08-03T00:00:00Z
http://www.wikidata.org/entity/Q1500,José Rizal,1861-06-19T00:00:00Z
http://www.wikidata.org/entity/Q1993,Masashi Kishismp,1974-11-08T00:00:00Z
http://www.wikidata.org/entity/Q3281,Marit Paulsen,1939-11-24T00:00:00Z
http://www.wikidata.org/entity/Q4538,Jonathan Winters,1925-11-11T00:00:00Z
http://www.wikidata.org/entity/Q5586,Katsushika Hokusai,1760-10-31T00:00:00Z
http://www.wikidata.org/entity/Q5669,Sandro Botticelli,1445-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5676,Matsuo Bashō,1644-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5912,Marcel Duchamp,1887-07-28T00:00:00Z
http://www.wikidata.org/entity/Q7176,Najib Mahfouz,1911-12-11T00:00:00Z
http://www.wikidata.org/entity/Q7241,Rabindranath Tagore,1861-05-07T00:00:00Z
http://www.wikidata.org/entity/Q7477,Emperor Renzong of Song,1010-06-05T00:00:00Z
http://www.wikidata.org/entity/Q7724,August Strindberg,1849-01-22T00:00:00Z
http://www.wikidata.org/entity/Q8053,Jules Hardouin-Mansart,1646-04-16T00:00:00Z
http://www.wikidata.org/entity/Q8339,Scott Farrar,1950-06-26T00:00:00Z
http://www.wikidata.org/entity/Q8342,Robert Legato,1956-05-06T00:00:00Z
http://www.wikidata.org/entity/Q8346,Albert Arnold Gillespie,1899-10-14T00:00:00Z
http://www.wikidata.org/entity/Q8351,Fred Sersen,1890-02-24T00:00:00Z
http://www.wikidata.org/entity/Q8351,Fred Sersen,1890-02-25T00:00:00Z
http://www.wikidata.org/entity/Q8354,John Frazier,1944-09-23T00:00:00Z
http://www.wikidata.org/entity/Q8372,Craig Barron,1961-04-06T00:00:00Z
http://www.wikidata.org/entity/Q8651,Douglas Shearer,1899-11-17T00:00:00Z
http://www.wikidata.org/entity/Q8728,Ken Ralston,1954-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9977,Xuande Emperor,1399-03-16T00:00:00Z
http://www.wikidata.org/entity/Q11305,John Gaeta,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q12382,Shigeru Miyamoto,1952-11-16T00:00:00Z
http://www.wikidata.org/entity/Q14051,Fee Plumley,1901-01-01T00:00:00Z
http://www.wikidata.org/entity/Q14107,Aaron Sopher,1905-12-16T00:00:00Z
http://www.wikidata.org/entity/Q15935,Kanye West,1977-06-08T00:00:00Z
http://www.wikidata.org/entity/Q16319,Felice Rix-Ueno,1893-06-01T00:00:00Z
http://www.wikidata.org/entity/Q17672,Anne Elizabeth Ball,1808-01-01T00:00:00Z
http://www.wikidata.org/entity/Q24218,Nick Cave,1959-02-04T00:00:00Z
http://www.wikidata.org/entity/Q24503,Michael Craig-Martin,1941-08-28T00:00:00Z
http://www.wikidata.org/entity/Q24705,Rafael Albuquerque,1981-04-12T00:00:00Z
http://www.wikidata.org/entity/Q26917,Franz von Bayros,1866-05-28T00:00:00Z
http://www.wikidata.org/entity/Q27398,Guri Berg,1963-01-26T00:00:00Z
http://www.wikidata.org/entity/Q30800,AbdolReza Razmjoo,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q31267,Susanne von Klettenberg,1723-12-19T00:00:00Z
http://www.wikidata.org/entity/Q31812,Flavio Sciolè,1970-09-06T00:00:00Z
http://www.wikidata.org/entity/Q31970,Brenda Strong,1960-03-25T00:00:00Z
http://www.wikidata.org/entity/Q33477,Eugène Delacroix,1798-04-26T00:00:00Z
http://www.wikidata.org/entity/Q33978,Robert Delaunay,1885-04-12T00:00:00Z
http://www.wikidata.org/entity/Q36661,Henrik Ibsen,1828-03-20T00:00:00Z
http://www.wikidata.org/entity/Q37327,Samuel Beckett,1906-04-13T00:00:00Z
http://www.wikidata.org/entity/Q37562,Donatello,1386-01-01T00:00:00Z
http://www.wikidata.org/entity/Q39947,Jalil Rasouli,1947-01-01T00:00:00Z
http://www.wikidata.org/entity/Q40116,Nadar,1820-04-06T00:00:00Z
http://www.wikidata.org/entity/Q40823,Giovanni Benedetto Castiglione,1609-01-01T00:00:00Z
http://www.wikidata.org/entity/Q40823,Giovanni Benedetto Castiglione,1609-03-01T00:00:00Z
http://www.wikidata.org/entity/Q40823,Giovanni Benedetto Castiglione,1616-03-23T00:00:00Z
http://www.wikidata.org/entity/Q43527,Sitting Bull,1831-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43858,Gusztáv Oláh,1901-08-20T00:00:00Z
http://www.wikidata.org/entity/Q44380,Cameron Diaz,1972-08-30T00:00:00Z
http://www.wikidata.org/entity/Q44519,Selma Lagerlöf,1858-11-20T00:00:00Z
http://www.wikidata.org/entity/Q44881,Andreas Hamran Færø,1977-01-01T00:00:00Z
http://www.wikidata.org/entity/Q45111,John R. Neill,1877-11-12T00:00:00Z
http://www.wikidata.org/entity/Q46599,Mikhail Lermontov,1814-10-15T00:00:00Z
http://www.wikidata.org/entity/Q47780,Zaha Hadid,1950-10-31T00:00:00Z
http://www.wikidata.org/entity/Q48246,Ernst Haeckel,1834-02-16T00:00:00Z
http://www.wikidata.org/entity/Q48515,Stevan Luketić,1925-11-08T00:00:00Z
http://www.wikidata.org/entity/Q49009,deadmau5,1981-01-05T00:00:00Z
http://www.wikidata.org/entity/Q50049,Catherine Opie,1961-04-14T00:00:00Z
http://www.wikidata.org/entity/Q52431,George Nakashima,1905-05-24T00:00:00Z
http://www.wikidata.org/entity/Q55192,Gertrude Abercrombie,1909-02-17T00:00:00Z
http://www.wikidata.org/entity/Q55714,Tibor Czorba,1906-03-15T00:00:00Z
http://www.wikidata.org/entity/Q58399,Octavio Ocampo,1943-02-28T00:00:00Z
http://www.wikidata.org/entity/Q58720,Mikhail Vassilyevich Lomonosov,1711-11-19T00:00:00Z
http://www.wikidata.org/entity/Q61530,August Sander,1876-11-17T00:00:00Z
http://www.wikidata.org/entity/Q62011,Kurt Jooss,1901-01-12T00:00:00Z
http://www.wikidata.org/entity/Q62284,Princess Mathilde of Saxony,1863-03-19T00:00:00Z
http://www.wikidata.org/entity/Q62318,Giada Gray,1977-06-23T00:00:00Z
http://www.wikidata.org/entity/Q63402,Irwin Crosthwait,1914-06-24T00:00:00Z
http://www.wikidata.org/entity/Q63478,Jonah Bokaer,1981-10-01T00:00:00Z
http://www.wikidata.org/entity/Q65301,Gentileza,1917-04-11T00:00:00Z
http://www.wikidata.org/entity/Q65707,Horst P. Horst,1906-08-14T00:00:00Z
http://www.wikidata.org/entity/Q67231,Daniel Richter,1962-12-18T00:00:00Z
http://www.wikidata.org/entity/Q67629,Feridun Zaimoğlu,1964-12-04T00:00:00Z
http://www.wikidata.org/entity/Q68040,Ludwig Sütterlin,1865-07-23T00:00:00Z
http://www.wikidata.org/entity/Q68586,Rudolph Dirks,1877-02-26T00:00:00Z
http://www.wikidata.org/entity/Q69562,Ulay,1943-11-30T00:00:00Z
http://www.wikidata.org/entity/Q69890,Deuter,1945-02-01T00:00:00Z
http://www.wikidata.org/entity/Q70193,Inge King,1915-11-26T00:00:00Z
http://www.wikidata.org/entity/Q70587,Andreas Martens,1951-01-03T00:00:00Z
http://www.wikidata.org/entity/Q71834,Darco,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q71841,Klaus vom Bruch,1952-01-01T00:00:00Z
http://www.wikidata.org/entity/Q72615,Rudolf Bauer,1889-02-11T00:00:00Z
http://www.wikidata.org/entity/Q73233,David Nathaniel Friedrich Dietrich,1799-01-01T00:00:00Z
http://www.wikidata.org/entity/Q73233,David Nathaniel Friedrich Dietrich,1800-10-03T00:00:00Z
http://www.wikidata.org/entity/Q73458,Felix Schlag,1891-12-04T00:00:00Z
http://www.wikidata.org/entity/Q73460,Lang Jingshan,1892-08-04T00:00:00Z
http://www.wikidata.org/entity/Q74642,Lotte Laserstein,1898-11-28T00:00:00Z
http://www.wikidata.org/entity/Q75255,Gerardo Chavez,1937-11-16T00:00:00Z
http://www.wikidata.org/entity/Q75818,Hanya Holm,1893-03-03T00:00:00Z
http://www.wikidata.org/entity/Q75996,Sandra Rauch,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q76152,Dieter Nuhr,1960-10-29T00:00:00Z
http://www.wikidata.org/entity/Q76414,Ludwig Bemelmans,1898-04-27T00:00:00Z
http://www.wikidata.org/entity/Q76896,Torsten Amft,1971-01-14T00:00:00Z
http://www.wikidata.org/entity/Q77033,Wilhelm von Gloeden,1856-09-16T00:00:00Z
http://www.wikidata.org/entity/Q77717,Hans Namuth,1915-03-17T00:00:00Z
http://www.wikidata.org/entity/Q264384,George Gessert,1944-01-01T00:00:00Z
http://www.wikidata.org/entity/Q265044,Adolph Alexander Weinman,1870-12-11T00:00:00Z
http://www.wikidata.org/entity/Q265219,Johan Gustaf Ruckman,1780-12-12T00:00:00Z
http://www.wikidata.org/entity/Q265732,ORLAN,1947-05-30T00:00:00Z
http://www.wikidata.org/entity/Q266086,Gerda Wegener,1885-03-15T00:00:00Z
http://www.wikidata.org/entity/Q266195,Princess Adelheid-Marie of Anhalt-Dessau,1833-12-25T00:00:00Z
http://www.wikidata.org/entity/Q266539,Nadine Labaki,1974-02-18T00:00:00Z
http://www.wikidata.org/entity/Q266842,Emily Jacir,1970-01-01T00:00:00Z
http://www.wikidata.org/entity/Q268285,Doğan Güzel,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q268482,Alexander Brener,1957-01-01T00:00:00Z
http://www.wikidata.org/entity/Q268542,Wendy Schaal,1954-07-02T00:00:00Z
http://www.wikidata.org/entity/Q268760,Ruth St. Denis,1879-01-20T00:00:00Z
http://www.wikidata.org/entity/Q268789,Keiko Takemiya,1950-02-13T00:00:00Z
http://www.wikidata.org/entity/Q268883,Stefan Kanchev,1915-08-06T00:00:00Z
http://www.wikidata.org/entity/Q270388,Jenny Holzer,1950-07-29T00:00:00Z
http://www.wikidata.org/entity/Q271464,Terry Crews,1968-07-30T00:00:00Z
http://www.wikidata.org/entity/Q271884,Norman Rockwell,1894-02-03T00:00:00Z
http://www.wikidata.org/entity/Q272605,Penelope Delta,1874-04-24T00:00:00Z
http://www.wikidata.org/entity/Q272877,Fernando Botero,1932-04-19T00:00:00Z
http://www.wikidata.org/entity/Q272912,Eugène Viollet-le-Duc,1814-01-27T00:00:00Z
http://www.wikidata.org/entity/Q272994,Isabelle Collin Dufresne,1935-09-06T00:00:00Z
http://www.wikidata.org/entity/Q273205,Andrea Fraser,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q273849,André Le Nôtre,1613-03-12T00:00:00Z
http://www.wikidata.org/entity/Q274246,Warja Lavater,1913-09-28T00:00:00Z
http://www.wikidata.org/entity/Q274257,Mimi Parent,1924-09-08T00:00:00Z
http://www.wikidata.org/entity/Q274339,Gwen John,1876-06-22T00:00:00Z
http://www.wikidata.org/entity/Q274415,Mieke Bal,1946-03-14T00:00:00Z
http://www.wikidata.org/entity/Q274815,Barbara Krafft,1764-04-01T00:00:00Z
http://www.wikidata.org/entity/Q274909,Émile Bayard,1837-11-02T00:00:00Z
http://www.wikidata.org/entity/Q274945,Atsuko Tanaka,1932-02-10T00:00:00Z
http://www.wikidata.org/entity/Q276030,Yaacov Agam,1928-05-11T00:00:00Z
http://www.wikidata.org/entity/Q276035,"Virginia Oldoini, Countess of Castiglione",1837-03-22T00:00:00Z
http://www.wikidata.org/entity/Q276692,Hajime Sorayama,1947-02-22T00:00:00Z
http://www.wikidata.org/entity/Q277103,Don Bachardy,1934-05-18T00:00:00Z
http://www.wikidata.org/entity/Q277738,Jean-Marc Nattier,1685-03-17T00:00:00Z
http://www.wikidata.org/entity/Q282787,Derek Jarman,1942-01-31T00:00:00Z
http://www.wikidata.org/entity/Q284354,L'Inconnue de la Seine,1865-01-01T00:00:00Z
http://www.wikidata.org/entity/Q285874,Adrenalynn,1985-07-08T00:00:00Z
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,1860-07-03T00:00:00Z
http://www.wikidata.org/entity/Q287994,Edith Durham,1863-12-08T00:00:00Z
http://www.wikidata.org/entity/Q288218,Georg Jensen,1866-08-31T00:00:00Z
http://www.wikidata.org/entity/Q288956,Nadya Tolokonnikova,1989-11-07T00:00:00Z
http://www.wikidata.org/entity/Q290197,Joumana Haddad,1970-12-06T00:00:00Z
http://www.wikidata.org/entity/Q291173,Ingeborg Hunzinger,1915-02-03T00:00:00Z
http://www.wikidata.org/entity/Q292115,Susan Hiller,1940-03-07T00:00:00Z
http://www.wikidata.org/entity/Q293087,Adelaide Hall,1901-10-20T00:00:00Z
http://www.wikidata.org/entity/Q293162,Ilon Wikland,1930-02-05T00:00:00Z
http://www.wikidata.org/entity/Q293228,Maria Keil,1914-08-09T00:00:00Z
http://www.wikidata.org/entity/Q297618,Adam Savage,1967-07-15T00:00:00Z
http://www.wikidata.org/entity/Q297816,Sammy Davis Jr.,1925-12-08T00:00:00Z
http://www.wikidata.org/entity/Q298075,Guy Debord,1931-12-28T00:00:00Z
http://www.wikidata.org/entity/Q298213,Sylvia Pankhurst,1882-05-05T00:00:00Z
http://www.wikidata.org/entity/Q298733,ATAK,1967-08-10T00:00:00Z
http://www.wikidata.org/entity/Q298761,Clive Barker,1952-10-05T00:00:00Z
http://www.wikidata.org/entity/Q298920,Charles M. Schulz,1922-11-26T00:00:00Z
http://www.wikidata.org/entity/Q301002,Aanecht,-1300-01-01T00:00:00Z
http://www.wikidata.org/entity/Q301015,Aapo Ilves,1970-10-20T00:00:00Z
http://www.wikidata.org/entity/Q303380,John Abbot,1751-05-31T00:00:00Z
http://www.wikidata.org/entity/Q304412,Chitcharoen,1863-04-08T00:00:00Z
http://www.wikidata.org/entity/Q305871,Abbas Fahdel,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q307737,Özcan Deniz,1972-05-19T00:00:00Z
http://www.wikidata.org/entity/Q307769,Abdel Ghani Alani,1937-01-01T00:00:00Z
http://www.wikidata.org/entity/Q309768,Fernando Arrabal,1932-08-11T00:00:00Z
http://www.wikidata.org/entity/Q310060,Crispin Glover,1964-04-20T00:00:00Z
http://www.wikidata.org/entity/Q310320,Vladimir Tatlin,1885-12-28T00:00:00Z
http://www.wikidata.org/entity/Q310530,Louis Le Vau,1613-01-01T00:00:00Z
http://www.wikidata.org/entity/Q311132,Desmond Morris,1928-01-24T00:00:00Z
http://www.wikidata.org/entity/Q311398,Jean Fouquet,1420-01-01T00:00:00Z
http://www.wikidata.org/entity/Q311398,Jean Fouquet,1425-01-10T00:00:00Z
http://www.wikidata.org/entity/Q312640,H. R. Giger,1940-02-05T00:00:00Z
http://www.wikidata.org/entity/Q312838,Christian de Portzamparc,1944-05-09T00:00:00Z
http://www.wikidata.org/entity/Q312950,Louis Comfort Tiffany,1848-02-18T00:00:00Z
http://www.wikidata.org/entity/Q313048,Bob Kane,1915-10-24T00:00:00Z
http://www.wikidata.org/entity/Q313113,Joseph Kosuth,1945-01-31T00:00:00Z
http://www.wikidata.org/entity/Q313703,Takeshi Obata,1969-02-11T00:00:00Z
http://www.wikidata.org/entity/Q314050,HA Schult,1939-06-24T00:00:00Z
http://www.wikidata.org/entity/Q314275,Quinten Metsys,1466-01-01T00:00:00Z
http://www.wikidata.org/entity/Q314275,Quinten Metsys,1466-05-05T00:00:00Z
http://www.wikidata.org/entity/Q314444,Mark Lombardi,1951-03-23T00:00:00Z
http://www.wikidata.org/entity/Q314771,Maurice Sendak,1928-06-10T00:00:00Z
http://www.wikidata.org/entity/Q315158,Mirza Fatali Akhundov,1812-07-12T00:00:00Z
http://www.wikidata.org/entity/Q315897,Genco Gulan,1969-01-13T00:00:00Z
http://www.wikidata.org/entity/Q316016,John Singleton Copley,1738-07-03T00:00:00Z
http://www.wikidata.org/entity/Q316120,Thomas Schütte,1954-11-16T00:00:00Z
http://www.wikidata.org/entity/Q316579,Ernst Neumann-Neander,1871-09-03T00:00:00Z
http://www.wikidata.org/entity/Q317469,Glenn Tipton,1947-10-25T00:00:00Z
http://www.wikidata.org/entity/Q317568,Arik Brauer,1929-01-04T00:00:00Z
http://www.wikidata.org/entity/Q317736,Utagawa Kuniyoshi,1797-01-01T00:00:00Z
http://www.wikidata.org/entity/Q317736,Utagawa Kuniyoshi,1798-01-01T00:00:00Z
http://www.wikidata.org/entity/Q317823,Raymond Hains,1926-11-09T00:00:00Z
http://www.wikidata.org/entity/Q317838,Gregor Schneider,1969-04-05T00:00:00Z
http://www.wikidata.org/entity/Q317963,Wilhelm Amberg,1822-02-25T00:00:00Z
http://www.wikidata.org/entity/Q318584,Thomas Rowlandson,1756-07-13T00:00:00Z
http://www.wikidata.org/entity/Q320232,Cody Cameron,1970-10-12T00:00:00Z
http://www.wikidata.org/entity/Q320235,Eugeen Van Mieghem,1875-10-01T00:00:00Z
http://www.wikidata.org/entity/Q320507,Eric Malpass,1910-11-14T00:00:00Z
http://www.wikidata.org/entity/Q320590,Kalervo Palsa,1947-03-12T00:00:00Z
http://www.wikidata.org/entity/Q320596,American Horse,1800-01-01T00:00:00Z
http://www.wikidata.org/entity/Q320596,American Horse,1830-01-01T00:00:00Z
http://www.wikidata.org/entity/Q320812,André Butzer,1973-01-01T00:00:00Z
http://www.wikidata.org/entity/Q189762,Peter Carl Fabergé,1846-05-30T00:00:00Z
http://www.wikidata.org/entity/Q190051,Jamie Oliver,1975-05-27T00:00:00Z
http://www.wikidata.org/entity/Q192211,Myron,-0500-01-01T00:00:00Z
http://www.wikidata.org/entity/Q192410,Jennifer Hudson,1981-09-12T00:00:00Z
http://www.wikidata.org/entity/Q193300,Osamu Tezuka,1928-11-03T00:00:00Z
http://www.wikidata.org/entity/Q195796,Gunter Demnig,1947-10-27T00:00:00Z
http://www.wikidata.org/entity/Q196382,Glib Vysheslavsky,1962-05-06T00:00:00Z
http://www.wikidata.org/entity/Q197090,Zeynep Yüksel,1948-06-03T00:00:00Z
http://www.wikidata.org/entity/Q197796,Zhivago Duncan,1980-11-29T00:00:00Z
http://www.wikidata.org/entity/Q200463,Guido da Vigevano,1280-01-01T00:00:00Z
http://www.wikidata.org/entity/Q200692,Achille Castiglioni,1918-02-16T00:00:00Z
http://www.wikidata.org/entity/Q200692,Achille Castiglioni,1918-02-26T00:00:00Z
http://www.wikidata.org/entity/Q200798,Utagawa Hiroshige,1797-01-01T00:00:00Z
http://www.wikidata.org/entity/Q202621,Larry Bell,1939-12-06T00:00:00Z
http://www.wikidata.org/entity/Q202769,Thomas Huber,1955-07-14T00:00:00Z
http://www.wikidata.org/entity/Q203043,Peter Ingwersen,1962-10-10T00:00:00Z
http://www.wikidata.org/entity/Q204138,Viktor Mikhailovich Vasnetsov,1848-05-15T00:00:00Z
http://www.wikidata.org/entity/Q207447,Jean-Baptiste-Siméon Chardin,1699-11-02T00:00:00Z
http://www.wikidata.org/entity/Q207758,Ivan Kramskoi,1837-06-08T00:00:00Z
